schedulertest,ticks0,aql0,mql0,rpt0,spt0,lg0,ticks1,aql1,mql1,rpt1,spt1,lg1,ticks2,aql2,mql2,rpt2,spt2,lg2,ticks3,aql3,mql3,rpt3,spt3,lg3,ticks4,aql4,mql4,rpt4,spt4,lg4,ticks5,aql5,mql5,rpt5,spt5,lg5,ticks6,aql6,mql6,rpt6,spt6,l76,ticks7,aql7,mql7,rpt7,spt7,lg7,aticks,sd,areducts,sd,asyncs,sd,mlg,agaps,sdg
clustercomm-erlam_sched_coop_cp4-2-2,1347,2,3,1259,15,36078,2267,0,0,0,0,32586,2108,0,0,0,0,37060,2288,0,0,0,0,38937,2165,0,0,0,0,36388,2248,0,0,0,0,33895,2284,0,0,0,0,39748,2131,0,0,0,0,34935,2104.75,293.911444997,157.375,416.375112579,1.875,4.96078370825,39748,36203.375,2259.52029962
clustercomm-erlam_sched_coop_cp10-1-2,1963,6,10,1840,20,37833,3076,0,0,0,0,32434,3272,0,0,0,0,43396,2982,0,0,0,0,45457,2989,0,0,0,0,33505,2990,0,0,0,0,39767,3331,0,0,0,0,35396,2940,0,0,0,0,39920,2942.875,394.13336496,230.0,608.522801545,2.5,6.61437827766,45457,38463.5,4298.36861495
clustercomm-erlam_sched_coop_cp20-10-2,306,0,3,287,2,22165,799,0,0,0,0,22579,770,0,0,0,0,22505,740,0,0,0,0,18013,798,0,0,0,0,22193,740,0,0,0,0,26179,791,0,0,0,0,23632,751,0,0,0,0,22120,711.875,155.11885564,35.875,94.9163282844,0.25,0.661437827766,26179,22423.25,2099.39424299
clustercomm-erlam_sched_coop_cp20-6-2,9811,15,19,9303,28,142363,7129,0,0,0,0,142364,6928,0,0,0,0,131224,7151,0,0,0,0,159040,7189,0,0,0,0,131284,6700,0,0,0,0,131265,7105,0,0,0,0,150574,7257,0,0,0,0,131185,7408.75,922.803439255,1162.875,3076.67805585,3.5,9.26012958873,159040,139912.375,9952.59512561
clustercomm-erlam_sched_coop_cp6-1-2,1382,3,5,1288,19,36300,2233,0,0,0,0,27804,2465,0,0,0,0,33475,2308,0,0,0,0,33516,2382,0,0,0,0,33414,2475,0,0,0,0,33702,2293,0,0,0,0,27395,2506,0,0,0,0,29665,2255.5,342.508029103,161.0,425.965961081,2.375,6.28365936378,36300,31908.875,3001.21468898
clustercomm-erlam_sched_coop_cp2-1-2,519,0,2,477,9,27543,1000,0,0,0,0,29877,1166,0,0,0,0,29658,1105,0,0,0,0,21739,1104,0,0,0,0,28281,1011,0,0,0,0,35741,989,0,0,0,0,29993,1080,0,0,0,0,26418,996.75,189.511048491,59.625,157.752921922,1.125,2.97647022495,35741,28656.25,3686.33567211
clustercomm-erlam_sched_coop_cp9-1-2,1828,6,9,1711,20,46526,2950,0,0,0,0,35253,2738,0,0,0,0,45644,2923,0,0,0,0,30482,3043,0,0,0,0,31641,2792,0,0,0,0,30086,2849,0,0,0,0,32660,2834,0,0,0,0,33067,2744.625,357.840026234,213.875,565.860061654,2.5,6.61437827766,46526,35669.875,6201.53459713
clustercomm-erlam_sched_coop_cp20-1-2,2574,11,18,2418,23,93665,3330,0,0,0,0,87594,3589,0,0,0,0,85143,3380,0,0,0,0,76578,3455,0,0,0,0,76525,3383,0,0,0,0,76496,3336,0,0,0,0,87874,3362,0,0,0,0,78271,3301.125,285.90664451,302.25,799.678333769,2.875,7.60653501931,93665,82768.25,6230.95987288
clustercomm-erlam_sched_coop_cp4-1-2,966,2,3,896,15,29097,1821,0,0,0,0,25671,1698,0,0,0,0,31293,1647,0,0,0,0,30768,1783,0,0,0,0,30245,1763,0,0,0,0,31232,1822,0,0,0,0,34773,1962,0,0,0,0,33044,1682.75,284.652309845,112.0,296.324146839,1.875,4.96078370825,34773,30765.375,2518.83519397
clustercomm-erlam_sched_coop_cp10-4-2,4655,6,9,4389,30,57150,4876,0,0,0,0,75765,4889,0,0,0,0,71603,4977,0,0,0,0,80594,4963,0,0,0,0,78159,5046,0,0,0,0,71655,4805,0,0,0,0,71882,5008,0,0,0,0,75069,4902.375,118.627502608,548.625,1451.52531303,3.75,9.92156741649,80594,72734.625,6632.11664813
clustercomm-erlam_sched_coop_cp6-2-2,1698,3,5,1593,15,32669,2949,0,0,0,0,34880,2849,0,0,0,0,41709,2573,0,0,0,0,44708,2590,0,0,0,0,42710,2828,0,0,0,0,47377,2601,0,0,0,0,52170,2760,0,0,0,0,40991,2606.0,366.662651493,199.125,526.835229816,1.875,4.96078370825,52170,42151.75,5904.01231685
clustercomm-erlam_sched_coop_cp6-3-2,2057,3,5,1934,17,40961,3148,0,0,0,0,46887,2925,0,0,0,0,59011,2942,0,0,0,0,51469,3034,0,0,0,0,51462,3072,0,0,0,0,55249,2858,0,0,0,0,54346,2770,0,0,0,0,54098,2850.75,320.417988727,241.75,639.61037945,2.125,5.62222153601,59011,51685.375,5212.93134756
clustercomm-erlam_sched_coop_cp9-3-2,3292,6,8,3107,18,53681,4054,0,0,0,0,57862,4012,0,0,0,0,53664,3983,0,0,0,0,66255,3884,0,0,0,0,55757,4057,0,0,0,0,57336,4362,0,0,0,0,53630,3883,0,0,0,0,48936,3940.875,282.41920858,388.375,1027.54366543,2.25,5.9529404499,66255,55890.125,4700.14742954
clustercomm-erlam_sched_coop_cp8-4-2,3103,5,8,2935,13,54146,3922,0,0,0,0,76616,3799,0,0,0,0,66761,3928,0,0,0,0,65280,3971,0,0,0,0,60434,3715,0,0,0,0,66720,3792,0,0,0,0,57327,3595,0,0,0,0,70398,3728.125,263.226346278,366.875,970.660012247,1.625,4.29934588048,76616,64710.25,6773.74288614
clustercomm-erlam_sched_coop_cp8-3-2,2600,5,8,2454,14,44349,3588,0,0,0,0,47430,3494,0,0,0,0,42125,3413,0,0,0,0,49133,3393,0,0,0,0,49239,3579,0,0,0,0,45599,3570,0,0,0,0,50571,3456,0,0,0,0,42492,3386.625,305.582205593,306.75,811.584214669,1.75,4.63006479436,50571,46367.25,3007.80363181
clustercomm-erlam_sched_coop_cp20-4-2,8899,15,19,8419,41,114108,6542,0,0,0,0,118749,6583,0,0,0,0,119745,6313,0,0,0,0,119637,6699,0,0,0,0,110207,6251,0,0,0,0,128072,6484,0,0,0,0,109620,6522,0,0,0,0,115133,6786.625,809.624440327,1052.375,2784.32253598,5.125,13.5594754692,128072,116908.875,5618.37555343
clustercomm-erlam_sched_coop_cp9-2-2,2306,6,8,2171,16,47106,3111,0,0,0,0,36827,3418,0,0,0,0,43554,3369,0,0,0,0,42605,3216,0,0,0,0,39524,3121,0,0,0,0,38154,3206,0,0,0,0,37631,3187,0,0,0,0,38728,3116.75,322.974360437,271.375,717.99076204,2.0,5.29150262213,47106,40516.125,3330.04247111
clustercomm-erlam_sched_coop_cp20-8-2,4445,13,19,4230,2,143409,4687,0,0,0,0,124804,4710,0,0,0,0,125317,4797,0,0,0,0,132858,4426,0,0,0,0,174960,4765,0,0,0,0,125283,4491,0,0,0,0,132903,4669,0,0,0,0,135889,4623.75,137.90100616,528.75,1398.94100573,0.25,0.661437827766,174960,136927.875,15571.1839341
clustercomm-erlam_sched_coop_cp20-2-2,3417,12,21,3229,18,90055,4013,0,0,0,0,102347,3949,0,0,0,0,67204,3903,0,0,0,0,67285,4166,0,0,0,0,77641,3962,0,0,0,0,82174,4211,0,0,0,0,74148,3936,0,0,0,0,83696,3944.625,225.042738996,403.625,1067.89137293,2.25,5.9529404499,102347,80568.75,11076.495043
chugmachine-erlam_sched_coop_cp4-40-39,377,1,4,335,12,5045,665,0,0,0,0,3341,635,0,0,0,0,4098,638,0,0,0,0,6459,677,0,0,0,0,3864,638,0,0,0,0,4895,633,0,0,0,0,4064,635,0,0,0,0,5189,612.25,90.2146745269,41.875,110.790836151,1.5,3.9686269666,6459,4619.375,918.621649198
chugmachine-erlam_sched_coop_cp3-40-39,275,1,3,246,8,4386,527,0,0,0,0,2907,488,0,0,0,0,3055,500,0,0,0,0,3287,565,0,0,0,0,3004,565,0,0,0,0,2952,518,0,0,0,0,3081,551,0,0,0,0,3356,498.625,88.6410422716,30.75,81.3568528152,1.0,2.64575131106,4386,3253.5,452.293875705
chugmachine-erlam_sched_coop_cp4-10-9,252,1,4,215,12,5242,541,0,0,0,0,4376,578,0,0,0,0,4952,561,0,0,0,0,5061,621,0,0,0,0,4504,563,0,0,0,0,5043,584,0,0,0,0,4302,562,0,0,0,0,4865,532.75,108.350992151,26.875,71.1045664849,1.5,3.9686269666,5242,4793.125,328.801017904
chugmachine-erlam_sched_coop_cp8-40-39,785,2,6,691,28,7775,1085,0,0,0,0,11963,1097,0,0,0,0,7058,1091,0,0,0,0,6202,1230,0,0,0,0,10668,1164,0,0,0,0,15052,1210,0,0,0,0,13385,1096,0,0,0,0,9589,1094.75,128.662105921,86.375,228.526769493,3.5,9.26012958873,15052,10211.5,2939.43825416
chugmachine-erlam_sched_coop_cp1-20-19,53,0,0,49,0,5030,126,0,0,0,0,3601,134,0,0,0,0,4170,140,0,0,0,0,4181,147,0,0,0,0,4472,137,0,0,0,0,4165,122,0,0,0,0,4170,121,0,0,0,0,3971,122.5,27.59981884,6.125,16.2052267803,0.0,0.0,5030,4220.0,383.130526061
chugmachine-erlam_sched_coop_cp9-10-9,607,2,5,510,32,8324,1114,0,0,0,0,6329,1142,0,0,0,0,9678,1123,0,0,0,0,6307,1116,0,0,0,0,10113,1062,0,0,0,0,10130,1089,0,0,0,0,8127,1065,0,0,0,0,5873,1039.75,165.659100263,63.75,168.66664608,4.0,10.5830052443,10130,8110.125,1659.21882504
chugmachine-erlam_sched_coop_cp8-20-19,617,2,5,531,28,7969,1033,0,0,0,0,6098,1023,0,0,0,0,4114,1030,0,0,0,0,4881,1074,0,0,0,0,5103,1008,0,0,0,0,5159,1005,0,0,0,0,5443,1025,0,0,0,0,4563,976.875,137.440384804,66.375,175.611743272,3.5,9.26012958873,7969,5416.25,1109.99535472
chugmachine-erlam_sched_coop_cp9-40-39,887,2,6,780,32,8675,1250,0,0,0,0,11023,1137,0,0,0,0,8275,1178,0,0,0,0,15049,1320,0,0,0,0,11266,1115,0,0,0,0,13837,1131,0,0,0,0,10060,1215,0,0,0,0,15336,1154.125,119.737668989,97.5,257.960752829,4.0,10.5830052443,15336,11690.125,2579.23973476
chugmachine-erlam_sched_coop_cp3-20-19,212,1,3,186,8,4584,446,0,0,0,0,3331,487,0,0,0,0,3126,450,0,0,0,0,3312,506,0,0,0,0,3180,530,0,0,0,0,3146,466,0,0,0,0,3388,505,0,0,0,0,3583,450.25,94.1046624775,23.25,61.5137179823,1.0,2.64575131106,4584,3456.25,448.702783031
chugmachine-erlam_sched_coop_cp2-20-19,131,0,2,117,4,5125,348,0,0,0,0,3867,348,0,0,0,0,3986,340,0,0,0,0,3950,384,0,0,0,0,4320,373,0,0,0,0,4202,344,0,0,0,0,3986,342,0,0,0,0,3911,326.25,75.2840454545,14.625,38.6941129243,0.5,1.32287565553,5125,4168.375,388.99387447
chugmachine-erlam_sched_coop_cp2-40-39,173,0,2,157,4,8684,390,0,0,0,0,8370,397,0,0,0,0,8523,406,0,0,0,0,8876,443,0,0,0,0,8367,394,0,0,0,0,8661,395,0,0,0,0,15273,447,0,0,0,0,15314,380.625,81.2325942895,19.625,51.9228694796,0.5,1.32287565553,15314,10258.5,2911.22435583
chugmachine-erlam_sched_coop_cp9-20-19,698,2,5,600,32,9112,1157,0,0,0,0,9096,1154,0,0,0,0,6309,1049,0,0,0,0,8635,1125,0,0,0,0,6299,1212,0,0,0,0,6601,1038,0,0,0,0,10671,1184,0,0,0,0,10184,1077.125,154.212870329,75.0,198.43134833,4.0,10.5830052443,10671,8363.375,1635.49816092
chugmachine-erlam_sched_coop_cp2-10-9,110,0,2,97,4,3901,315,0,0,0,0,2433,338,0,0,0,0,2430,339,0,0,0,0,2690,366,0,0,0,0,2620,317,0,0,0,0,2433,314,0,0,0,0,2417,304,0,0,0,0,2634,300.375,74.2848192769,12.125,32.0797346467,0.5,1.32287565553,3901,2694.75,467.52052094
chugmachine-erlam_sched_coop_cp1-10-9,42,0,0,39,0,4922,98,0,0,0,0,3788,107,0,0,0,0,3455,112,0,0,0,0,3543,125,0,0,0,0,4101,98,0,0,0,0,3682,110,0,0,0,0,4063,96,0,0,0,0,3544,98.5,23.1516738056,4.875,12.8980376414,0.0,0.0,4922,3887.25,450.33758171
chugmachine-erlam_sched_coop_cp4-20-19,293,1,4,255,12,5248,644,0,0,0,0,3720,574,0,0,0,0,4404,652,0,0,0,0,3826,664,0,0,0,0,3671,627,0,0,0,0,4685,627,0,0,0,0,3912,631,0,0,0,0,4583,589.0,114.625477098,31.875,84.3333230402,1.5,3.9686269666,5248,4256.125,527.931680594
chugmachine-erlam_sched_coop_cp1-40-39,74,0,0,69,0,2429,168,0,0,0,0,2163,169,0,0,0,0,1971,156,0,0,0,0,1898,191,0,0,0,0,2238,167,0,0,0,0,2199,197,0,0,0,0,1768,167,0,0,0,0,1898,161.125,35.3108959813,8.625,22.8196050579,0.0,0.0,2429,2070.5,206.931752034
chugmachine-erlam_sched_coop_cp8-10-9,536,2,5,451,28,8510,984,0,0,0,0,9153,881,0,0,0,0,10254,981,0,0,0,0,8702,908,0,0,0,0,11774,891,0,0,0,0,10178,949,0,0,0,0,11830,1033,0,0,0,0,5846,895.375,144.281788092,56.375,149.154230161,3.5,9.26012958873,11830,9530.875,1827.21026688
chugmachine-erlam_sched_coop_cp3-10-9,181,1,3,156,8,5247,502,0,0,0,0,4326,505,0,0,0,0,3812,503,0,0,0,0,4211,508,0,0,0,0,4144,430,0,0,0,0,4326,413,0,0,0,0,4578,413,0,0,0,0,4340,431.875,102.939833762,19.5,51.5921505658,1.0,2.64575131106,5247,4373.0,388.074412967
ptree-erlam_sched_multi_ws_is1-10-5,598,0,2,543,6,794363,520,0,2,438,6,633922,589,0,1,535,4,639462,538,0,1,448,6,778836,657,0,2,595,5,338596,666,0,2,584,6,361958,423,0,1,355,4,451899,532,0,1,473,4,712851,565.375,74.4445053379,496.375,76.9349359849,5.125,0.927024810887,794363,588985.875,169986.048684
ptree-erlam_sched_multi_ws_is9-10-5,11068,2,6,10044,406,1999617,22936,44,54,21477,315,2675546,10313,2,8,9261,445,2523123,9768,1,6,8787,415,4258141,9894,2,8,8931,391,4336468,9554,1,5,8529,400,3646159,11711,5,8,10575,507,1546986,9962,1,5,8944,389,4437805,11900.75,4225.94405873,10818.5,4079.42673669,408.5,50.7247474119,4437805,3177980.625,1063317.40565
ptree-erlam_sched_multi_ws_is4-10-5,2599,2,5,2402,50,620416,2069,4,7,1923,33,1963982,2440,3,6,2267,29,1020086,2051,0,3,1891,32,1769377,2301,1,5,2129,34,1369521,2522,4,9,2347,22,582935,3115,7,9,2921,27,434871,2249,0,3,2057,34,1188048,2418.25,321.832545744,2242.125,310.29157155,32.625,7.61474720526,1963982,1118654.5,526578.629285
ptree-erlam_sched_multi_ws_is3-10-5,2507,2,5,2348,26,398467,2013,1,3,1813,48,932843,2215,3,6,2055,33,456068,1988,1,7,1833,33,1247455,2746,3,7,2551,35,656801,1634,0,2,1471,47,1034010,2609,3,6,2423,33,371595,1993,1,3,1811,44,757253,2213.125,353.838041164,2038.125,348.828552981,37.375,7.4319832481,1247455,731811.5,300168.415615
ptree-erlam_sched_multi_ws_is2-10-5,1048,0,4,952,13,681480,1107,2,3,1032,7,513115,1424,3,7,1332,12,267569,766,0,1,681,8,776440,1073,1,3,990,11,866557,962,0,1,870,13,585127,958,0,3,868,15,574747,891,0,3,803,13,568488,1028.625,181.020673888,941.0,180.51938954,11.5,2.5495097568,866557,604190.375,169039.020486
ptree-erlam_sched_multi_ws_is8-10-5,12440,35,50,11664,157,1784432,5997,2,5,5432,214,3716421,7619,2,5,6953,236,2559714,6724,1,5,6027,236,2633820,6504,1,5,5877,198,2659090,6313,1,6,5681,234,1424450,7035,0,4,6371,198,2131946,5590,2,5,4978,239,2273255,7277.75,2035.59252737,6622.875,1984.55558233,214.0,26.8188366638,3716421,2397891.0,642142.474023
pring-erlam_sched_multi_ws_is9-2-2,303,0,2,220,13,11668,71,0,0,4,4,35715,86,0,1,23,5,22918,398,1,2,339,21,22410,44,0,0,1,1,44318,79,0,1,20,2,22353,64,0,0,2,2,22225,49,0,0,1,1,43818,136.75,126.352433692,76.25,121.325749534,6.125,6.716351316,44318,28178.125,10981.8140969
pring-erlam_sched_multi_ws_is2-2-2,173,0,2,141,10,11242,33,0,1,22,1,33940,62,0,2,40,4,22415,16,0,0,0,0,27515,16,0,0,0,0,22236,15,0,0,0,0,22140,12,0,0,0,0,29297,13,0,0,0,0,27272,42.5,51.7952700543,25.375,45.8446766266,1.875,3.33307290649,33940,24507.125,6321.74517909
pring-erlam_sched_multi_ws_is6-2-2,464,1,2,412,23,4596,20,0,0,1,1,35108,42,0,0,1,1,23121,41,0,0,7,2,23609,38,0,0,1,1,22190,26,0,0,2,2,44201,33,0,0,2,2,34253,44,0,0,4,2,22076,88.5,142.139016459,53.75,135.41948715,4.25,7.10193635567,44201,26144.25,11091.8225706
pring-erlam_sched_multi_ws_is10-2-2,349,0,2,260,16,23128,62,0,0,3,3,56806,58,0,0,1,1,22839,83,0,1,23,5,22719,75,0,1,21,3,34156,60,0,0,2,2,22165,71,0,1,20,2,44145,397,1,2,339,21,22190,144.375,132.768536841,83.625,126.471278854,6.625,7.05226027597,56806,31018.5,12255.1869121
pring-erlam_sched_multi_ws_is4-2-2,350,1,2,306,20,4141,30,0,0,1,1,24266,29,0,0,1,1,22061,23,0,0,1,1,33955,25,0,0,0,0,22519,27,0,0,0,0,13622,27,0,0,0,0,24636,32,0,0,1,1,21958,67.875,106.665877276,38.75,101.012066111,3.0,6.44204936336,33955,20894.75,8174.9791093
pring-erlam_sched_multi_ws_is8-2-2,612,1,2,539,33,4354,62,0,0,4,4,25778,39,0,0,1,1,22595,50,0,0,3,3,32658,44,0,0,2,2,25750,53,0,0,0,0,22871,41,0,0,0,0,23889,42,0,0,1,1,33028,117.875,186.896654264,68.75,177.74261588,5.5,10.4761634199,33028,23865.375,8304.89948671
pring-erlam_sched_multi_ws_is20-2-2,678,0,2,496,31,22480,736,1,2,614,39,21910,117,0,1,23,5,68356,121,0,0,3,3,22494,126,0,1,22,4,54799,123,0,0,4,4,44167,150,0,1,43,7,33527,183,0,1,64,10,32928,279.25,248.208455738,158.625,231.489706845,12.875,13.0904306652,68356,37582.625,15914.847077
clustercomm-erlam_sched_multi_ws_is9-3-2,594,0,3,561,3,181960,379,0,2,309,1,263311,315,0,0,247,2,301437,503,0,1,462,2,117181,441,0,2,378,4,198533,281,0,0,209,1,326404,353,0,1,319,1,288803,384,0,0,349,1,300255,406.25,96.1154904269,354.25,106.55837602,1.875,1.05326872165,326404,247235.5,68510.763304
clustercomm-erlam_sched_multi_ws_is20-9-2,1513,0,2,1421,5,890229,1079,0,2,993,5,784571,1363,0,0,1244,2,373631,1449,0,1,1333,3,394124,1403,0,1,1280,3,917260,1683,2,5,1571,1,199756,1276,3,6,1160,0,650364,1185,0,2,1075,2,508506,1368.875,178.019969034,1259.625,174.692542414,2.625,1.65359456942,917260,589805.125,245675.737985
clustercomm-erlam_sched_multi_ws_is20-1-2,263,0,2,234,2,152769,152,0,1,114,2,80330,121,0,0,72,2,168495,100,0,0,74,1,260223,50,0,0,25,0,185427,211,0,0,169,1,185359,234,1,3,217,0,156542,258,0,1,224,4,74378,173.625,74.2376883732,141.125,75.4427556164,1.5,1.22474487139,260223,157940.375,56030.3159369
clustercomm-erlam_sched_multi_ws_is9-4-2,653,0,2,617,4,116236,558,1,3,496,1,85718,398,0,2,335,4,304502,501,0,0,439,1,168068,295,0,0,236,1,368029,440,0,1,379,1,171493,258,0,0,178,2,205962,295,0,0,260,1,255666,424.75,131.382789969,367.5,136.849369746,1.875,1.26861144564,368029,209459.25,89079.9693067
clustercomm-erlam_sched_multi_ws_is6-2-2,300,0,2,256,3,127838,238,0,0,183,1,158795,266,0,1,219,1,91527,49,0,0,0,0,206482,306,0,1,258,4,173681,159,0,0,98,0,176010,287,0,1,250,3,76429,342,0,1,299,1,55720,243.375,89.5822771256,195.375,93.3299757581,1.625,1.4086784587,206482,133310.25,50606.5121594
clustercomm-erlam_sched_multi_ws_is10-2-2,438,0,2,403,3,153345,354,0,2,294,4,127508,308,0,0,244,1,108731,304,1,3,256,1,225773,400,0,1,354,2,107454,54,0,0,12,1,411203,190,0,0,156,1,303198,396,0,1,355,2,187257,305.5,119.17948649,259.25,118.349852133,1.875,1.05326872165,411203,203058.625,100209.091443
clustercomm-erlam_sched_multi_ws_is20-6-2,823,1,3,772,5,188974,688,0,1,627,2,298494,643,0,0,593,2,401010,584,0,0,524,2,496861,638,0,0,570,2,560285,589,0,1,546,1,609371,587,0,0,541,1,794073,472,3,6,440,0,1225252,628.0,94.4880944881,576.625,89.9054190525,1.875,1.36358901433,1225252,571790.0,302899.729909
clustercomm-erlam_sched_multi_ws_is20-2-2,514,0,1,475,4,276653,368,0,1,305,2,445393,444,0,0,381,3,124418,374,0,1,311,4,112160,245,0,2,202,3,223603,488,2,4,439,0,91395,109,0,0,76,1,316361,299,0,0,245,2,165654,355.125,126.08175671,304.25,122.123656594,2.375,1.31695671911,445393,219454.625,113779.243154
clustercomm-erlam_sched_multi_ws_is9-2-2,483,0,2,448,5,246814,349,0,2,294,4,213239,184,0,0,122,0,351124,285,0,1,259,2,370194,338,0,2,299,1,116855,328,0,1,275,2,142810,363,0,3,318,2,172511,320,0,0,265,2,154412,331.25,77.7459806035,285.0,83.4266144585,2.25,1.47901994577,370194,220994.875,89206.7139492
clustercomm-erlam_sched_multi_ws_is10-3-2,454,0,2,410,4,220487,432,0,2,379,1,191461,444,0,1,393,3,135052,453,0,3,385,4,395991,457,0,0,385,2,228582,480,0,3,432,2,122388,378,0,1,339,1,187917,290,0,0,223,2,331910,423.5,57.5543221661,368.25,60.2593353764,2.375,1.11102430216,395991,226723.5,87889.833822
clustercomm-erlam_sched_multi_ws_is4-2-2,318,0,2,256,3,145993,81,0,0,0,0,178534,212,0,0,167,2,360851,368,0,1,321,4,58341,28,0,0,0,0,312188,226,0,0,149,1,248912,163,0,0,97,1,353402,316,0,1,265,2,82088,214.0,111.786627107,156.875,112.596000706,1.625,1.31695671911,360851,217538.625,111395.118378
clustercomm-erlam_sched_multi_ws_is20-8-2,1437,0,1,1345,4,426337,1286,4,6,1180,0,282288,1479,0,3,1357,2,233508,1207,0,0,1084,3,639993,1263,0,1,1166,2,438722,1258,0,2,1114,5,261034,1119,0,1,1031,2,716493,1113,0,1,1025,3,460238,1270.25,124.216293215,1162.75,120.502852663,2.625,1.4086784587,716493,432326.625,164359.845799
clustercomm-erlam_sched_multi_ws_is9-1-2,328,0,2,299,4,106045,99,0,0,49,1,218918,195,0,2,133,4,92874,247,0,1,218,1,85577,67,0,0,20,0,159511,325,0,2,289,1,73010,149,0,0,89,1,156480,286,0,1,247,2,97246,212.0,94.1926217917,168.0,102.514633102,1.75,1.39194109071,218918,123707.625,46647.6390424
clustercomm-erlam_sched_multi_ws_is20-4-2,754,0,3,708,6,162349,693,1,3,636,1,198934,578,0,1,529,1,312632,505,2,6,450,1,265705,652,0,2,582,2,234495,500,0,0,417,1,323066,716,0,1,638,3,282081,594,0,0,533,2,540455,624.0,89.0659867739,561.625,92.5107257295,2.125,1.61535599792,540455,289964.625,107619.01642
clustercomm-erlam_sched_multi_ws_is8-4-2,553,0,2,505,5,318971,331,0,0,236,1,501244,401,0,0,343,1,429068,436,0,2,355,1,188891,338,0,0,269,1,418334,582,0,2,508,4,87850,506,0,1,460,1,231498,312,0,0,249,1,230499,432.375,98.1261146434,365.625,105.456077942,1.875,1.53602571593,501244,300794.375,131525.295899
clustercomm-erlam_sched_multi_ws_is6-1-2,356,0,2,326,4,116999,228,0,1,175,2,68768,151,0,1,107,2,179720,52,0,0,0,0,333667,244,0,1,198,2,147185,243,0,1,188,2,100165,94,0,2,55,3,238048,296,0,1,236,3,57811,208.0,95.6229574945,160.625,96.963830241,2.25,1.08972473589,333667,155295.375,87194.4197024
clustercomm-erlam_sched_multi_ws_is20-3-2,566,0,1,485,4,216162,414,0,1,366,2,331271,457,0,1,378,4,289108,494,0,3,450,8,128717,639,0,2,565,4,298329,467,0,1,415,2,194273,362,0,1,310,3,230056,603,3,6,540,0,153687,500.25,89.2324912798,438.625,82.5983315509,3.375,2.17586189819,331271,230200.375,67052.157042
clustercomm-erlam_sched_multi_ws_is20-7-2,952,0,1,866,4,333181,821,0,3,722,2,320232,921,0,1,828,2,273265,632,0,3,567,4,773870,1088,3,6,1019,0,181727,772,0,1,709,1,281412,584,0,0,504,1,461922,558,0,1,499,1,580068,791.0,178.434161527,714.25,173.618655392,1.875,1.36358901433,773870,400709.625,181875.388711
clustercomm-erlam_sched_multi_ws_is6-3-2,614,0,2,573,6,67744,427,0,0,352,2,126529,296,0,0,209,1,251168,202,0,1,145,1,345504,415,0,1,352,2,162648,332,0,0,266,2,229790,503,0,1,468,1,242931,83,0,0,18,1,541048,359.0,157.735538164,297.875,166.249389097,2.0,1.58113883008,541048,245920.25,137044.375024
clustercomm-erlam_sched_multi_ws_is10-5-2,674,0,2,630,5,298961,561,0,1,486,4,201725,581,0,1,520,2,393509,590,1,3,519,1,149854,322,0,0,230,1,463033,395,0,0,329,1,385118,565,0,1,503,1,316125,281,0,0,193,1,186984,496.125,133.899624253,426.25,146.092222586,2.0,1.5,463033,299413.625,104762.543254
clustercomm-erlam_sched_multi_ws_is10-1-2,387,0,2,356,6,95063,200,0,0,158,2,279888,219,0,0,187,2,150093,80,0,0,58,1,246323,287,0,2,238,2,67149,305,0,1,276,4,82940,210,1,2,169,0,177155,280,0,0,235,3,300235,246.0,85.0705589496,209.625,82.9893630232,2.5,1.73205080757,300235,174855.75,85800.5755207
clustercomm-erlam_sched_multi_ws_is20-10-2,1903,0,3,1794,3,361223,1674,0,2,1519,5,477018,1662,0,1,1533,3,812288,1845,0,1,1705,3,265306,1406,0,0,1292,3,1289346,1782,0,1,1625,3,472511,1862,4,7,1760,0,921045,1649,0,1,1529,3,609588,1722.875,150.902648668,1594.625,152.319514098,2.875,1.26861144564,1289346,651040.625,316819.607197
clustercomm-erlam_sched_multi_ws_is20-5-2,710,0,3,673,2,133486,478,0,0,403,2,288999,366,0,1,339,1,819485,515,0,0,446,2,332013,529,0,2,482,4,179151,519,0,0,471,2,331596,372,3,5,342,0,729291,576,0,0,526,2,186767,508.125,103.440124589,460.25,101.451651046,1.875,1.05326872165,819485,375098.5,241436.952681
clustercomm-erlam_sched_multi_ws_is8-3-2,576,0,2,533,6,298879,334,0,1,299,1,473653,57,0,0,0,0,281337,437,0,3,399,1,105779,245,0,0,183,1,338464,464,0,0,399,2,140042,257,0,0,189,1,341362,497,0,1,445,2,101342,358.375,157.507093094,305.875,162.269403693,1.75,1.7139136501,473653,260107.25,124366.962307
clustercomm-erlam_sched_multi_ws_is8-2-2,430,0,2,395,4,182779,204,0,0,149,1,268134,190,0,0,129,1,252299,265,0,1,239,1,233321,393,0,2,365,1,330472,227,0,0,192,1,203939,381,0,1,344,4,90516,253,0,0,216,1,303379,292.875,87.8798007224,253.625,95.1734436437,1.75,1.29903810568,330472,233104.875,70470.9511527
clustercomm-erlam_sched_multi_ws_is2-1-2,321,0,2,283,6,36267,244,0,1,196,3,53737,69,0,0,0,0,78035,50,0,0,0,0,87989,63,0,0,0,0,54964,39,0,0,0,0,120372,71,0,0,0,0,106996,55,0,0,0,0,113868,114.0,99.6406041732,59.875,105.962773534,1.125,2.08791163606,120372,81528.5,29120.097068
